CTR, t=1, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
0.001, 1.000    1.044, 1.000    1.056, 1.000    1.045, 1.000    1.191, 1.000    1.491, 1.000    1.596, 1.001    1.623, 1.006    1.664, 1.016    1.669, 1.075    1.626



CTR, t=4, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.003, 1.000    1.012, 1.000    1.102, 1.000    1.281, 1.000    1.320, 1.000    1.337, 1.000    1.360, 1.000    1.365, 1.000    1.374
0.95, 1.000    1.011, 1.000    1.012, 1.000    1.013, 1.000    1.102, 1.000    1.291, 1.000    1.339, 1.000    1.368, 1.000    1.383, 1.000    1.385, 1.000    1.393
0.9, 1.000    1.000, 1.000    0.998, 1.000    1.013, 1.000    1.106, 1.000    1.302, 1.000    1.345, 1.000    1.370, 1.000    1.389, 1.000    1.390, 1.000    1.396
0.5, 1.000    1.007, 1.000    1.014, 1.000    1.027, 1.000    1.127, 1.000    1.360, 1.000    1.424, 1.000    1.449, 1.000    1.473, 1.000    1.487, 1.000    1.490
0.1, 1.000    1.021, 1.000    1.022, 1.000    1.033, 1.000    1.169, 1.000    1.503, 1.000    1.606, 1.000    1.648, 1.001    1.702, 1.002    1.716, 1.003    1.724
0.05, 1.000    1.028, 1.000    1.042, 1.000    1.038, 1.000    1.174, 1.000    0.292, 1.000    1.650, 1.001    1.710, 1.002    1.775, 1.004    1.784, 1.006    1.786
0.03, 1.000    1.025, 1.000    1.053, 1.000    1.053, 1.000    1.182, 1.000    1.561, 1.000    1.679, 1.001    1.734, 1.003    1.800, 1.006    1.820, 1.011    1.805
0.01, 1.000    1.029, 1.000    1.038, 1.000    1.048, 1.000    1.188, 1.000    1.578, 1.001    1.701, 1.001    1.766, 1.005    1.841, 1.012    1.853, 1.028    1.858
0.005, 1.000    1.036, 1.000    1.050, 1.000    1.052, 1.000    1.182, 1.000    1.566, 1.001    1.718, 1.001    1.783, 1.007    1.846, 1.016    1.854, 1.043    1.867
0.001, 1.000    1.032, 1.000    1.040, 1.000    1.055, 1.000    1.193, 1.000    1.592, 1.001    1.719, 1.002    1.788, 1.010    1.853, 1.025    1.828, 1.097    1.806



CTR, t=8, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.008, 1.000    0.994, 1.000    1.083, 1.000    1.233, 1.000    1.293, 1.000    1.305, 1.000    1.327, 1.000    1.340, 1.000    1.328
0.95, 1.000    0.993, 1.000    0.998, 1.000    1.005, 1.000    1.091, 1.000    1.274, 1.000    1.294, 1.000    1.327, 1.000    1.339, 1.000    1.346, 1.000    1.337
0.9, 1.000    0.991, 1.000    1.006, 1.000    1.017, 1.000    1.100, 1.000    1.279, 1.000    1.326, 1.000    1.319, 1.000    1.354, 1.000    1.352, 1.000    1.358
0.5, 1.000    1.012, 1.000    1.006, 1.000    1.005, 1.000    1.098, 1.000    1.321, 1.000    1.345, 1.000    1.405, 1.000    1.419, 1.001    1.418, 1.001    1.420
0.1, 1.000    1.042, 1.000    1.014, 1.000    0.996, 1.000    1.130, 1.000    1.446, 1.001    1.535, 1.001    1.617, 1.002    1.680, 1.003    1.713, 1.004    1.730
0.05, 1.000    1.019, 1.000    1.040, 1.000    1.041, 1.000    1.137, 1.000    1.472, 1.001    1.595, 1.001    1.699, 1.004    1.809, 1.006    1.827, 1.009    1.837
0.03, 1.000    1.025, 1.000    1.035, 1.000    1.048, 1.000    1.136, 1.000    1.483, 1.001    1.636, 1.002    1.735, 1.006    1.848, 1.009    1.873, 1.014    1.903
0.01, 1.000    1.034, 1.000    1.020, 1.000    1.029, 1.000    1.148, 1.000    1.532, 1.001    1.682, 1.003    1.778, 1.009    1.901, 1.017    1.936, 1.031    1.966
0.005, 1.000    1.035, 1.000    1.016, 1.000    1.042, 1.000    1.140, 1.001    1.526, 1.001    1.723, 1.003    1.775, 1.011    1.914, 1.021    1.893, 1.050    1.899
0.001, 1.000    1.023, 1.000    1.043, 1.000    1.037, 1.000    1.159, 1.001    1.523, 1.002    1.692, 1.003    1.805, 1.014    1.939, 1.031    1.891, 1.094    1.889



CTR, t=16, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    0.895, 1.000    0.991, 1.000    1.063, 1.000    1.236, 1.000    1.274, 1.000    1.283, 1.001    1.307, 1.001    1.312, 1.001    1.309
0.95, 1.000    1.016, 1.000    0.991, 1.000    1.008, 1.000    1.077, 1.000    1.240, 1.000    1.283, 1.001    1.300, 1.001    1.313, 1.001    1.165, 1.001    1.323
0.9, 1.000    1.018, 1.000    1.018, 1.000    1.010, 1.000    1.085, 1.000    1.263, 1.000    1.294, 1.000    1.304, 1.001    1.303, 1.001    1.331, 1.001    1.330
0.5, 1.000    1.024, 1.000    0.999, 1.000    1.019, 1.000    1.059, 1.000    1.280, 1.001    1.336, 1.001    1.350, 1.001    1.382, 1.002    1.366, 1.002    1.388
0.1, 1.000    1.028, 1.000    1.025, 1.000    1.034, 1.000    0.999, 1.001    1.394, 1.001    1.501, 1.003    1.546, 1.006    1.613, 1.008    1.627, 1.009    1.646
0.05, 1.000    0.936, 1.000    1.017, 1.000    1.037, 1.000    1.124, 1.001    1.427, 1.002    1.535, 1.004    1.631, 1.009    1.712, 1.010    1.751, 1.014    1.764
0.03, 1.000    1.051, 1.000    0.934, 1.000    1.037, 1.000    1.120, 1.001    1.442, 1.003    1.568, 1.004    1.657, 1.011    1.768, 1.015    1.818, 1.020    1.841
0.01, 1.000    1.029, 1.000    1.043, 1.000    1.059, 1.000    1.141, 1.002    1.454, 1.004    1.592, 1.006    1.693, 1.015    1.830, 1.022    1.882, 1.032    1.911
0.005, 1.000    1.047, 1.000    0.935, 1.000    1.045, 1.000    1.143, 1.002    1.452, 1.004    1.618, 1.007    1.702, 1.019    1.823, 1.025    1.934, 1.044    1.952
0.001, 1.000    1.058, 1.000    1.053, 1.000    1.056, 1.000    1.144, 1.002    1.453, 1.004    1.618, 1.008    1.700, 1.021    1.831, 1.031    1.923, 1.064    1.934



CTR, t=32, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    0.985, 1.000    0.995, 1.000    1.078, 1.001    1.266, 1.001    1.330, 1.002    1.330, 1.002    1.357, 1.002    1.367, 1.002    1.374
0.95, 1.000    0.999, 1.000    0.989, 1.000    1.011, 1.000    1.078, 1.001    1.272, 1.001    1.333, 1.002    1.360, 1.002    1.367, 1.002    1.394, 1.003    1.387
0.9, 1.000    0.999, 1.000    0.995, 1.000    1.014, 1.000    1.091, 1.001    1.296, 1.001    1.346, 1.002    1.369, 1.002    1.395, 1.002    1.394, 1.003    1.411
0.5, 1.000    1.004, 1.000    0.992, 1.000    1.007, 1.000    1.097, 1.001    1.337, 1.002    1.397, 1.003    1.433, 1.003    1.477, 1.004    1.488, 1.004    1.491
0.1, 1.000    1.018, 1.000    1.011, 1.000    1.024, 1.001    1.146, 1.002    1.479, 1.004    1.646, 1.006    1.726, 1.011    1.772, 1.013    1.804, 1.014    1.814
0.05, 1.000    1.019, 1.000    1.016, 1.000    1.014, 1.001    1.145, 1.003    1.530, 1.005    1.700, 1.008    1.778, 1.014    1.885, 1.014    1.937, 1.020    1.903
0.03, 1.000    1.023, 1.001    1.010, 1.001    1.024, 1.001    1.146, 1.004    1.541, 1.006    1.705, 1.008    1.821, 1.016    1.908, 1.018    1.964, 1.021    2.002
0.01, 1.000    1.018, 1.001    1.001, 1.001    1.026, 1.001    1.140, 1.004    1.542, 1.007    1.719, 1.010    1.828, 1.019    1.936, 1.025    1.976, 1.033    2.002
0.005, 1.000    1.009, 1.001    1.014, 1.001    1.025, 1.001    1.135, 1.004    1.538, 1.009    1.707, 1.011    1.810, 1.021    1.901, 1.028    1.984, 1.035    2.042
0.001, 1.000    1.019, 1.001    1.021, 1.001    1.023, 1.001    1.150, 1.003    1.550, 1.009    1.704, 1.011    1.818, 1.022    1.941, 1.031    1.988, 1.043    2.033



CTR, t=64, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    0.998, 1.000    1.016, 1.001    1.107, 1.003    1.307, 1.005    1.321, 1.007    1.330, 1.009    1.354, 1.010    1.364, 1.010    1.361
0.95, 1.000    1.001, 1.002    0.991, 1.000    0.998, 1.001    1.106, 1.003    1.308, 1.005    1.340, 1.007    1.352, 2.166    0.653, 1.010    1.368, 1.010    1.376
0.9, 1.000    1.002, 1.000    1.007, 1.000    1.015, 1.001    1.117, 1.003    1.315, 1.005    1.346, 1.007    1.365, 1.009    1.365, 1.010    1.385, 1.010    1.394
0.5, 1.000    1.015, 1.000    1.012, 1.001    1.021, 1.004    1.132, 1.005    1.377, 1.008    1.412, 1.011    1.439, 1.012    1.462, 1.012    1.476, 1.012    1.491
0.1, 1.001    1.010, 1.002    1.001, 1.001    1.017, 1.002    1.167, 1.007    1.467, 1.010    1.568, 1.012    1.620, 1.018    1.654, 1.018    1.680, 1.019    1.684
0.05, 1.002    0.985, 1.002    0.993, 1.001    1.013, 1.002    1.141, 1.007    1.496, 1.011    1.568, 1.014    1.628, 1.022    1.670, 1.020    1.719, 1.026    1.684
0.03, 1.002    0.933, 1.002    0.961, 1.002    0.987, 1.004    1.126, 1.008    1.479, 1.014    1.547, 1.016    1.622, 1.021    1.684, 1.023    1.709, 1.028    1.706
0.01, 1.003    0.815, 1.003    0.876, 1.003    0.892, 1.002    1.128, 1.008    1.473, 1.016    1.542, 1.016    1.619, 1.024    1.692, 1.029    1.690, 1.030    1.716
0.005, 1.003    0.876, 1.003    0.831, 1.003    0.871, 1.004    1.101, 1.008    1.460, 1.025    1.537, 1.017    1.616, 1.033    1.650, 1.028    1.699, 1.035    1.676
0.001, 1.005    0.688, 1.004    0.744, 1.003    0.852, 1.003    1.088, 1.009    1.436, 1.013    1.559, 1.021    1.588, 1.025    1.648, 1.029    1.699, 1.037    1.708



