G, t=1000, c=1

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
0.005, 1.003    1.027, 1.003    1.034, 1.003    1.058, 1.003    1.158, 1.002    1.440, 1.001    1.536, 1.001    1.560, 1.002    1.651, 1.002    1.700, 1.007    1.738
0.001, 1.003    1.021, 1.003    1.030, 1.003    1.032, 1.003    1.179, 1.002    1.445, 1.001    1.516, 1.001    1.575, 1.001    1.644, 1.002    1.692, 1.008    1.755



G, t=1000, c=32

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.004    1.000, 1.004    1.019, 1.004    1.035, 1.004    1.177, 1.003    1.471, 1.003    1.542, 1.002    1.583, 1.003    1.632, 1.003    1.653, 1.002    1.653
0.95, 1.004    1.006, 1.004    1.022, 1.004    1.039, 1.003    1.178, 1.003    1.480, 1.002    1.565, 1.003    1.580, 1.003    1.641, 1.002    1.638, 1.002    1.678
0.9, 1.004    1.005, 1.004    1.017, 1.004    1.033, 1.003    1.179, 1.003    1.475, 1.003    1.564, 1.003    1.607, 1.002    1.635, 1.002    1.653, 1.003    1.668
0.5, 1.003    1.014, 1.004    1.028, 1.003    1.041, 1.003    1.188, 1.003    1.516, 1.002    1.609, 1.002    1.653, 1.002    1.721, 1.002    1.722, 1.002    1.743
0.1, 1.003    1.016, 1.003    1.029, 1.003    1.044, 1.003    1.203, 1.002    1.529, 1.002    1.664, 1.002    1.734, 1.002    1.815, 1.004    1.878, 1.006    1.870
0.05, 1.003    1.022, 1.003    1.027, 1.003    1.053, 1.003    1.201, 1.002    1.561, 1.002    1.677, 1.002    1.723, 1.002    1.843, 1.004    1.902, 1.006    1.989
0.03, 1.003    1.007, 1.003    1.020, 1.003    1.044, 1.003    1.204, 1.002    1.558, 1.002    1.670, 1.002    1.737, 1.002    1.867, 1.004    1.916, 1.007    2.019
0.01, 1.003    0.992, 1.003    1.031, 1.003    1.040, 1.003    1.200, 1.002    1.557, 1.002    1.665, 1.002    1.742, 1.002    1.854, 1.004    1.937, 1.011    2.110
0.005, 1.003    1.011, 1.003    1.014, 1.003    1.024, 1.003    1.195, 1.002    1.565, 1.002    1.683, 1.002    1.740, 1.003    1.872, 1.004    1.933, 1.016    2.021
0.001, 1.003    1.008, 1.003    1.009, 1.003    1.034, 1.003    1.196, 1.002    1.566, 1.002    1.673, 1.002    1.748, 1.003    1.866, 1.004    1.921, 1.016    2.114



G, t=1000, c=64

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.004    1.000, 1.004    1.007, 1.004    1.021, 1.004    1.156, 1.003    1.392, 1.003    1.464, 1.003    1.492, 1.003    1.545, 1.003    1.568, 1.003    1.555
0.95, 1.004    0.997, 1.004    1.006, 1.004    1.025, 1.004    1.136, 1.003    1.363, 1.003    1.457, 1.003    1.481, 1.003    1.538, 1.003    1.527, 1.004    1.572
0.9, 1.005    0.994, 1.004    1.006, 1.004    1.022, 1.004    1.143, 1.003    1.388, 1.002    1.480, 1.003    1.489, 1.003    1.532, 1.003    1.534, 1.003    1.554
0.5, 1.004    0.998, 1.004    1.016, 1.004    1.025, 1.004    1.163, 1.003    1.452, 1.003    1.498, 1.002    1.536, 1.003    1.590, 1.003    1.615, 1.004    1.611
0.1, 1.004    1.016, 1.004    1.021, 1.004    1.041, 1.004    1.174, 1.002    1.467, 1.002    1.553, 1.002    1.630, 1.003    1.696, 1.005    1.738, 1.007    1.800
0.05, 1.004    1.007, 1.004    1.030, 1.004    1.046, 1.003    1.171, 1.003    1.485, 1.002    1.547, 1.002    1.643, 1.004    1.724, 1.005    1.778, 1.010    1.850
0.03, 1.004    1.012, 1.004    1.031, 1.003    1.032, 1.003    1.182, 1.002    1.474, 1.002    1.568, 1.002    1.622, 1.004    1.720, 1.006    1.775, 1.020    1.825
0.01, 1.004    1.000, 1.004    0.991, 1.004    1.037, 1.003    1.168, 1.002    1.523, 1.003    1.584, 1.003    1.640, 1.004    1.754, 1.007    1.796, 1.020    1.924
0.005, 1.003    0.991, 1.004    1.029, 1.004    1.029, 1.003    1.183, 1.002    1.492, 1.003    1.590, 1.003    1.621, 1.003    1.757, 1.008    1.817, 1.025    1.949
0.001, 1.004    1.007, 1.004    1.020, 1.004    1.028, 1.003    1.156, 1.002    1.482, 1.002    1.577, 1.002    1.643, 1.006    1.745, 1.007    1.827, 1.030    1.985



