G, t=1000, c=1

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
0.05, 1.003    1.005, 1.003    1.010, 1.003    1.026, 1.003    1.161, 1.002    1.459, 1.001    1.548, 1.002    1.591, 1.001    1.674, 1.001    1.690, 1.001    1.693
0.03, 1.003    0.996, 1.003    1.020, 1.003    1.030, 1.003    1.158, 1.002    1.457, 1.002    1.558, 1.001    1.598, 1.001    1.675, 1.001    1.725, 1.001    1.746
0.01, 1.003    1.008, 1.003    1.016, 1.003    1.022, 1.002    1.154, 1.002    1.463, 1.001    1.559, 1.001    1.589, 1.001    1.702, 1.001    1.728, 1.001    1.759
0.005, 1.003    1.003, 1.003    1.006, 1.002    1.032, 1.002    1.161, 1.002    1.471, 1.001    1.552, 1.001    1.614, 1.001    1.701, 1.001    1.721, 1.002    1.785
0.001, 1.003    0.998, 1.003    1.016, 1.003    1.030, 1.002    1.163, 1.002    1.451, 1.002    1.560, 1.001    1.603, 1.001    1.704, 1.001    1.734, 1.001    1.812



G, t=1000, c=16

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.004    1.000, 1.004    1.013, 1.004    1.025, 1.003    1.161, 1.003    1.419, 1.003    1.514, 1.002    1.549, 1.002    1.586, 1.002    1.588, 1.002    1.594
0.95, 1.004    0.998, 1.004    1.008, 1.004    1.025, 1.003    1.158, 1.003    1.432, 1.003    1.509, 1.003    1.546, 1.002    1.587, 1.002    1.597, 1.002    1.602
0.9, 1.003    1.001, 1.004    1.015, 1.004    1.020, 1.003    1.159, 1.003    1.435, 1.003    1.510, 1.003    1.551, 1.002    1.585, 1.002    1.578, 1.002    1.611
0.5, 1.004    0.997, 1.004    1.014, 1.004    1.028, 1.003    1.149, 1.002    1.459, 1.002    1.538, 1.002    1.575, 1.002    1.641, 1.002    1.652, 1.002    1.635
0.1, 1.003    1.010, 1.003    1.022, 1.003    1.033, 1.003    1.172, 1.002    1.480, 1.002    1.551, 1.002    1.632, 1.001    1.713, 1.002    1.734, 1.002    1.764
0.05, 1.003    1.004, 1.003    1.017, 1.003    1.030, 1.003    1.174, 1.002    1.487, 1.002    1.576, 1.002    1.641, 1.001    1.725, 1.001    1.722, 1.001    1.786
0.03, 1.003    1.008, 1.003    1.017, 1.003    1.033, 1.003    1.173, 1.002    1.473, 1.002    1.592, 1.002    1.644, 1.001    1.734, 1.002    1.772, 1.002    1.814
0.01, 1.003    1.008, 1.003    1.020, 1.003    1.032, 1.003    1.150, 1.002    1.494, 1.002    1.587, 1.002    1.652, 1.001    1.747, 1.002    1.782, 1.002    1.833
0.005, 1.003    1.006, 1.003    1.024, 1.003    1.030, 1.003    1.170, 1.002    1.494, 1.001    1.588, 1.002    1.644, 1.001    1.749, 1.001    1.780, 1.002    1.871
0.001, 1.003    1.002, 1.003    1.016, 1.003    1.030, 1.003    1.151, 1.002    1.484, 1.001    1.596, 1.001    1.658, 1.001    1.754, 1.001    1.789, 1.003    1.853



G, t=1000, c=32

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.004    1.000, 1.004    1.015, 1.003    1.028, 1.003    1.172, 1.003    1.496, 1.003    1.579, 1.003    1.611, 1.003    1.676, 1.003    1.688, 1.002    1.703
0.95, 1.004    1.001, 1.004    1.016, 1.004    1.031, 1.003    1.172, 1.003    1.497, 1.003    1.581, 1.003    1.612, 1.003    1.670, 1.003    1.682, 1.002    1.696
0.9, 1.004    1.001, 1.004    1.016, 1.004    1.029, 1.004    1.160, 1.003    1.497, 1.003    1.583, 1.003    1.628, 1.002    1.675, 1.002    1.689, 1.003    1.704
0.5, 1.004    1.005, 1.004    1.023, 1.004    1.035, 1.003    1.166, 1.002    1.528, 1.003    1.623, 1.003    1.656, 1.002    1.743, 1.002    1.758, 1.002    1.766
0.1, 1.004    1.005, 1.003    1.022, 1.003    1.027, 1.003    1.193, 1.002    1.561, 1.002    1.670, 1.002    1.750, 1.002    1.851, 1.002    1.896, 1.002    1.932
0.05, 1.003    1.010, 1.003    1.021, 1.003    1.036, 1.003    1.191, 1.002    1.565, 1.002    1.685, 1.002    1.740, 1.002    1.886, 1.002    1.926, 1.003    1.965
0.03, 1.003    1.013, 1.003    1.028, 1.003    1.033, 1.003    1.193, 1.002    1.595, 1.002    1.692, 1.002    1.764, 1.002    1.878, 1.002    1.948, 1.002    2.018
0.01, 1.003    1.005, 1.003    1.025, 1.003    1.034, 1.003    1.194, 1.002    1.565, 1.002    1.692, 1.002    1.776, 1.002    1.896, 1.002    1.967, 1.004    2.088
0.005, 1.003    1.002, 1.003    1.020, 1.003    1.042, 1.003    1.188, 1.002    1.565, 1.002    1.695, 1.002    1.771, 1.002    1.909, 1.002    1.975, 1.004    2.091
0.001, 1.003    0.996, 1.003    1.012, 1.003    1.024, 1.003    1.186, 1.002    1.559, 1.002    1.691, 1.002    1.773, 1.001    1.912, 1.002    1.971, 1.004    2.137



G, t=1000, c=64

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.005    1.000, 1.005    0.996, 1.004    1.015, 1.004    1.158, 1.003    1.402, 1.003    1.469, 1.003    1.538, 1.003    1.583, 1.003    1.564, 1.003    1.574
0.95, 1.004    0.988, 1.005    1.013, 1.004    1.008, 1.004    1.135, 1.003    1.402, 1.003    1.504, 1.003    1.499, 1.003    1.552, 1.003    1.591, 1.003    1.561
0.9, 1.005    0.985, 1.004    0.997, 1.004    1.005, 1.004    1.135, 1.003    1.401, 1.003    1.477, 1.003    1.500, 1.003    1.542, 1.003    1.571, 1.003    1.603
0.5, 1.004    0.995, 1.004    1.011, 1.004    1.014, 1.004    1.212, 1.003    1.460, 1.003    1.504, 1.003    1.578, 1.002    1.629, 1.002    1.638, 1.003    1.656
0.1, 1.004    1.007, 1.004    1.019, 1.004    1.031, 1.003    1.175, 1.003    1.498, 1.002    1.593, 1.003    1.654, 1.002    1.743, 1.003    1.761, 1.004    1.816
0.05, 1.004    1.003, 1.004    1.007, 1.004    1.041, 1.003    1.174, 1.002    1.487, 1.002    1.591, 1.002    1.646, 1.002    1.757, 1.002    1.789, 1.004    1.872
0.03, 1.004    1.010, 1.004    1.005, 1.004    1.042, 1.003    1.183, 1.003    1.507, 1.003    1.590, 1.002    1.661, 1.002    1.755, 1.003    1.809, 1.005    1.888
0.01, 1.004    1.000, 1.004    1.008, 1.004    1.038, 1.004    1.189, 1.003    1.503, 1.002    1.613, 1.002    1.653, 1.002    1.777, 1.003    1.830, 1.006    1.960
0.005, 1.004    1.001, 1.004    1.061, 1.004    1.017, 1.003    1.179, 1.003    1.511, 1.002    1.613, 1.002    1.678, 1.003    1.765, 1.003    1.828, 1.007    1.964
0.001, 1.003    0.982, 1.004    1.017, 1.004    1.015, 1.003    1.166, 1.003    1.504, 1.002    1.611, 1.002    1.680, 1.002    1.778, 1.003    1.840, 1.009    2.009



