RAND, t=1, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.005, 1.000    1.009, 1.000    1.068, 1.000    1.175, 1.000    1.204, 1.000    1.218, 1.000    1.236, 1.000    1.240, 1.000    1.248
0.95, 1.000    1.001, 1.000    1.013, 1.000    1.019, 1.000    1.084, 1.000    1.196, 1.000    1.224, 1.000    1.233, 1.000    1.249, 1.000    1.257, 1.000    1.262
0.9, 1.000    1.002, 1.000    1.015, 1.000    1.015, 1.000    1.069, 1.000    1.186, 1.000    1.219, 1.000    1.239, 1.000    1.251, 1.000    1.259, 1.000    1.267
0.5, 1.000    1.006, 1.000    1.020, 1.000    1.018, 1.000    1.077, 1.000    1.205, 1.000    1.249, 1.000    1.258, 1.000    1.283, 1.000    1.289, 1.000    1.298
0.1, 1.000    1.015, 1.000    1.031, 1.000    1.029, 1.000    1.095, 1.000    1.244, 1.000    1.286, 1.000    1.302, 1.000    1.332, 1.000    1.352, 1.000    1.356
0.05, 1.000    1.019, 1.000    1.030, 1.000    1.040, 1.000    1.115, 1.000    1.262, 1.000    1.298, 1.000    1.319, 1.000    1.349, 1.000    1.370, 1.000    1.391
0.03, 1.000    1.022, 1.000    1.037, 1.000    1.042, 1.000    1.114, 1.000    1.264, 1.000    1.299, 1.000    1.325, 1.000    1.357, 1.000    1.377, 1.000    1.407
0.01, 1.000    1.011, 1.000    1.036, 1.000    1.040, 1.000    1.111, 1.000    1.269, 1.000    1.304, 1.000    1.334, 1.000    1.370, 1.000    1.388, 1.000    1.398
0.005, 1.000    1.018, 1.000    1.037, 1.000    1.040, 1.000    1.116, 1.000    1.271, 1.000    1.313, 1.000    1.329, 1.000    1.372, 1.000    1.391, 1.000    1.433
0.001, 1.000    1.020, 1.000    1.036, 1.000    1.045, 1.000    1.116, 1.000    1.269, 1.000    1.303, 1.000    1.338, 1.000    1.374, 1.000    1.398, 1.000    1.439



RAND, t=8, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.022, 1.000    1.007, 1.000    1.079, 1.000    1.211, 1.000    1.236, 1.000    1.255, 1.000    1.291, 1.000    1.287, 1.000    1.285
0.95, 1.000    1.000, 1.000    1.001, 1.000    0.996, 1.000    1.065, 1.000    1.201, 1.000    1.240, 1.000    1.259, 1.000    1.288, 1.000    1.285, 1.000    1.292
0.9, 1.000    1.001, 1.000    0.984, 1.000    1.032, 1.000    1.076, 1.000    1.221, 1.000    1.249, 1.000    1.265, 1.000    1.285, 1.000    1.285, 1.000    1.298
0.5, 1.000    1.024, 1.000    0.994, 1.000    1.018, 1.000    1.093, 1.000    1.231, 1.000    1.272, 1.000    1.272, 1.000    1.316, 1.000    1.317, 1.000    1.340
0.1, 1.000    1.019, 1.000    1.000, 1.000    1.032, 1.000    1.107, 1.000    1.278, 1.000    1.325, 1.000    1.346, 1.000    1.397, 1.000    1.414, 1.000    1.439
0.05, 1.000    1.023, 1.000    0.988, 1.000    1.019, 1.000    1.087, 1.000    1.292, 1.000    1.344, 1.000    1.366, 1.000    1.420, 1.000    1.438, 1.000    1.480
0.03, 1.000    1.032, 1.000    1.011, 1.000    1.022, 1.000    1.098, 1.000    1.285, 1.000    1.346, 1.000    1.383, 1.000    1.433, 1.000    1.461, 1.000    1.502
0.01, 1.000    1.018, 1.000    1.017, 1.000    1.013, 1.000    1.098, 1.000    1.301, 1.000    1.355, 1.000    1.397, 1.000    1.456, 1.000    1.482, 1.000    1.531
0.005, 1.000    1.025, 1.000    1.015, 1.000    1.009, 1.000    1.100, 1.000    1.296, 1.000    1.364, 1.000    1.397, 1.000    1.464, 1.000    1.487, 1.000    1.554
0.001, 1.000    1.020, 1.000    0.998, 1.000    1.023, 1.000    1.087, 1.000    1.312, 1.000    1.368, 1.000    1.401, 1.000    1.464, 1.000    1.496, 1.001    1.556



RAND, t=16, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    0.991, 1.000    1.012, 1.000    1.089, 1.000    1.241, 1.000    1.272, 1.000    1.293, 1.000    1.323, 1.000    1.322, 1.000    1.334
0.95, 1.000    0.979, 1.000    0.989, 1.000    0.988, 1.000    1.081, 1.000    1.237, 1.000    1.272, 1.000    1.291, 1.000    1.312, 1.000    1.333, 1.000    1.338
0.9, 1.000    0.998, 1.000    0.983, 1.000    0.996, 1.000    1.078, 1.000    1.250, 1.000    1.280, 1.000    1.299, 1.000    1.329, 1.000    1.327, 1.000    1.339
0.5, 1.000    1.008, 1.000    0.990, 1.000    1.003, 1.000    1.079, 1.000    1.257, 1.000    1.306, 1.000    1.324, 1.000    1.355, 1.000    1.367, 1.000    1.380
0.1, 1.000    1.020, 1.000    0.996, 1.000    1.012, 1.000    1.090, 1.000    1.312, 1.000    1.371, 1.000    1.398, 1.000    1.445, 1.000    1.456, 1.000    1.486
0.05, 1.000    1.002, 1.000    1.003, 1.000    1.010, 1.000    1.106, 1.000    1.314, 1.000    1.378, 1.000    1.418, 1.000    1.465, 1.000    1.488, 1.000    1.524
0.03, 1.000    1.001, 1.000    1.001, 1.000    1.013, 1.000    1.109, 1.000    1.329, 1.000    1.387, 1.000    1.426, 1.000    1.480, 1.000    1.500, 1.000    1.547
0.01, 1.000    1.000, 1.000    1.010, 1.000    1.013, 1.000    1.103, 1.000    1.335, 1.000    1.397, 1.000    1.437, 1.000    1.508, 1.000    1.533, 1.000    1.585
0.005, 1.000    1.002, 1.000    1.014, 1.000    1.011, 1.000    1.103, 1.000    1.337, 1.000    1.403, 1.000    1.440, 1.000    1.508, 1.000    1.544, 1.001    1.599
0.001, 1.000    1.005, 1.000    1.021, 1.000    1.018, 1.000    1.098, 1.000    1.336, 1.000    1.405, 1.000    1.440, 1.000    1.515, 1.000    1.547, 1.001    1.627



RAND, t=32, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    0.995, 1.000    1.010, 1.000    1.107, 1.000    1.299, 1.004    0.779, 1.000    1.380, 1.000    1.406, 1.000    1.436, 1.000    1.436
0.95, 1.000    0.989, 1.000    0.991, 1.000    1.008, 1.000    1.108, 1.000    1.290, 1.000    1.344, 1.000    1.390, 1.000    1.430, 1.000    1.421, 1.134    0.381
0.9, 1.000    1.008, 1.000    0.987, 1.000    1.008, 1.000    1.097, 1.000    1.294, 1.000    1.344, 1.000    1.374, 1.000    1.435, 1.000    1.443, 1.000    1.435
0.5, 1.000    1.016, 1.000    1.001, 1.000    1.008, 1.000    1.113, 1.000    1.322, 1.000    1.401, 1.000    1.428, 1.000    1.477, 1.000    1.510, 1.000    1.536
0.1, 1.000    1.032, 1.000    1.019, 1.000    1.032, 1.000    1.134, 1.000    1.418, 1.000    1.519, 1.000    1.546, 1.000    1.613, 1.000    1.692, 1.000    1.743
0.05, 1.000    1.022, 1.000    1.023, 1.000    1.028, 1.000    1.144, 1.000    1.450, 1.000    1.544, 1.000    1.585, 1.000    1.684, 1.000    1.759, 1.000    1.796
0.03, 1.000    1.021, 1.000    1.021, 1.000    1.031, 1.000    1.146, 1.000    1.445, 1.000    1.549, 1.000    1.612, 1.000    1.725, 1.000    1.808, 1.000    1.885
0.01, 1.000    1.020, 1.000    1.021, 1.000    1.030, 1.000    1.145, 1.000    1.445, 1.000    1.551, 1.000    1.607, 1.000    1.779, 1.000    1.859, 1.001    2.002
0.005, 1.000    1.016, 1.000    1.040, 1.000    1.033, 1.000    1.150, 1.000    1.445, 1.000    1.564, 1.000    1.641, 1.000    1.795, 1.000    1.857, 1.002    2.048
0.001, 1.000    1.018, 1.000    1.037, 1.000    1.035, 1.000    1.143, 1.000    1.455, 1.000    1.567, 1.000    1.639, 1.000    1.813, 1.000    1.903, 1.003    2.105



RAND, t=64, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    0.989, 1.000    1.019, 1.000    1.108, 1.000    1.291, 1.000    1.315, 1.000    1.323, 1.000    1.361, 1.000    1.379, 1.000    1.383
0.95, 1.000    0.989, 1.000    0.983, 1.000    0.998, 1.000    1.086, 1.000    1.271, 1.000    1.313, 1.000    1.325, 1.000    1.356, 1.000    1.391, 1.000    1.416
0.9, 1.000    1.013, 1.000    0.984, 1.000    0.999, 1.000    1.092, 1.000    1.259, 1.000    1.313, 1.000    1.346, 1.000    1.382, 1.000    1.399, 1.000    1.388
0.5, 1.000    1.017, 1.000    0.998, 1.000    1.013, 1.000    1.098, 1.000    1.294, 1.000    1.371, 1.000    1.385, 1.000    1.423, 1.000    1.428, 1.000    1.460
0.1, 1.000    1.036, 1.000    1.022, 1.000    1.034, 1.000    1.124, 1.000    1.355, 1.000    1.614, 1.000    1.506, 1.000    1.544, 1.000    1.644, 1.000    1.595
0.05, 1.000    1.007, 1.000    1.019, 1.000    1.029, 1.000    1.137, 1.000    1.397, 1.000    1.438, 1.000    1.488, 1.000    1.656, 1.000    1.658, 1.003    1.794
0.03, 1.000    1.018, 1.000    1.017, 1.000    1.031, 1.000    1.134, 1.000    1.378, 1.000    1.473, 1.000    1.534, 1.000    1.626, 1.001    1.764, 1.001    1.798
0.01, 1.000    1.014, 1.000    1.021, 1.000    1.032, 1.000    1.128, 1.000    1.380, 1.000    1.458, 1.000    1.554, 1.000    1.642, 1.002    1.874, 1.005    1.872
0.005, 1.000    1.016, 1.000    1.039, 1.000    1.033, 1.000    1.141, 1.000    1.368, 1.000    1.506, 1.003    1.813, 1.000    1.670, 1.001    1.806, 1.020    1.947
0.001, 1.000    1.015, 1.000    1.036, 1.000    1.031, 1.000    1.136, 1.000    1.388, 1.000    1.511, 1.000    1.559, 1.002    1.787, 1.001    1.863, 1.018    1.918



