LJ, t=1, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
0.01, 1.000    1.004, 1.000    1.005, 1.000    1.033, 1.000    1.147, 1.000    1.522, 1.000    1.631, 1.000    1.703, 1.000    1.726, 1.000    1.821, 1.000    1.779
0.005, 1.000    1.005, 1.000    1.003, 1.000    1.025, 1.000    1.160, 1.000    1.527, 1.000    1.622, 1.000    1.682, 1.000    1.732, 1.000    1.774, 1.001    1.612
0.001, 1.000    1.006, 1.000    1.009, 1.000    1.025, 1.000    1.155, 1.000    1.485, 1.000    1.604, 1.000    1.699, 1.000    1.760, 1.000    1.672, 1.002    1.746



LJ, t=32, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.020, 1.000    1.026, 1.000    1.152, 1.000    1.435, 1.000    1.484, 1.000    1.530, 1.000    1.530, 1.000    1.607, 1.000    1.588
0.95, 1.000    1.014, 1.000    1.005, 1.000    1.022, 1.000    1.159, 1.000    1.443, 1.000    1.503, 1.000    1.534, 1.000    1.578, 1.000    1.626, 1.000    1.583
0.9, 1.000    1.011, 1.000    1.013, 1.000    1.023, 1.000    1.153, 1.000    1.429, 1.000    1.505, 1.000    1.533, 1.000    1.605, 1.000    1.567, 1.000    1.597
0.5, 1.000    1.028, 1.000    1.014, 1.000    1.036, 1.000    1.185, 1.000    1.466, 1.000    1.579, 1.000    1.579, 1.000    1.649, 1.000    1.704, 1.000    1.704
0.1, 1.000    1.041, 1.000    1.031, 1.012    1.059, 1.000    1.212, 1.000    1.589, 1.000    1.728, 1.000    1.783, 1.000    1.806, 1.000    1.814, 1.000    1.840
0.05, 1.004    1.068, 1.000    1.037, 1.000    1.051, 1.000    1.202, 1.000    1.587, 1.000    1.711, 1.000    1.745, 1.000    1.871, 1.000    1.897, 1.000    1.927
0.03, 1.000    1.031, 1.000    1.038, 1.000    1.053, 1.067    0.311, 1.000    1.590, 1.000    1.699, 1.000    1.806, 1.000    1.857, 1.000    1.869, 1.000    1.891
0.01, 1.000    1.017, 1.000    1.048, 1.000    1.053, 1.000    1.221, 1.000    1.587, 1.000    1.744, 1.000    1.712, 1.000    1.915, 1.001    1.785, 1.002    1.520
0.005, 1.000    1.031, 1.000    1.022, 1.000    1.055, 1.000    1.217, 1.000    1.621, 1.000    1.678, 1.000    1.800, 1.000    1.886, 1.001    1.732, 1.001    1.975
0.001, 1.000    1.029, 1.000    1.035, 1.000    1.053, 1.000    1.223, 1.000    1.585, 1.000    1.725, 1.000    1.748, 1.002    1.900, 1.001    1.873, 1.005    1.820



LJ, t=64, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.007, 1.000    1.026, 1.000    1.138, 1.000    1.331, 1.000    1.396, 1.000    1.432, 1.000    1.456, 1.000    1.470, 1.000    1.446
0.95, 1.000    0.991, 1.000    1.016, 1.000    1.031, 1.000    1.121, 1.000    1.330, 1.000    1.398, 1.000    1.420, 1.000    1.445, 1.000    1.499, 1.000    1.456
0.9, 1.000    1.010, 1.000    1.024, 1.000    1.023, 1.000    1.143, 1.000    1.328, 1.000    1.368, 1.000    1.435, 1.000    1.451, 1.000    1.470, 1.004    1.776
0.5, 1.000    1.030, 1.000    1.028, 1.000    0.872, 1.000    1.170, 1.000    1.404, 1.000    1.453, 1.000    1.430, 1.000    1.477, 1.000    1.509, 1.000    1.513
0.1, 1.000    1.042, 1.000    1.034, 1.000    1.050, 1.000    1.193, 1.000    1.419, 1.000    1.482, 1.000    1.519, 1.000    1.599, 1.000    1.590, 1.000    1.576
0.05, 1.000    1.042, 1.000    1.028, 1.000    1.057, 1.000    1.194, 1.000    1.418, 1.000    1.486, 1.000    1.538, 1.000    1.652, 1.000    1.555, 1.001    1.553
0.03, 1.000    1.021, 1.012    0.992, 1.000    1.055, 1.000    1.212, 1.000    1.440, 1.000    1.590, 1.000    1.590, 1.001    1.685, 1.001    1.638, 1.002    1.728
0.01, 1.000    1.021, 1.000    1.025, 1.000    1.070, 1.000    1.209, 1.000    1.581, 1.000    1.647, 1.001    1.590, 1.001    1.624, 1.001    1.606, 1.007    1.627
0.005, 1.000    1.069, 1.000    1.039, 1.000    1.020, 1.000    1.212, 1.001    1.497, 1.001    1.554, 1.001    1.661, 1.001    1.703, 1.002    1.627, 1.006    1.500
0.001, 1.000    1.059, 1.000    1.001, 1.000    1.016, 1.000    1.134, 1.000    1.538, 1.002    1.656, 1.001    1.540, 1.002    1.219, 1.006    1.525, 1.010    1.258



