LJ, t=1, c=4

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
0.9, 1.000    0.997, 1.000    1.006, 1.000    1.015, 1.000    1.140, 1.000    1.375, 1.000    1.432, 1.000    1.455, 1.000    1.487, 1.000    1.499, 1.000    1.508
0.5, 1.000    1.005, 1.000    1.017, 1.000    1.021, 1.000    1.151, 1.000    1.409, 1.000    1.470, 1.000    1.507, 1.000    1.534, 1.000    1.529, 1.000    1.549
0.1, 1.000    1.006, 1.000    1.017, 1.000    1.032, 1.000    1.161, 1.000    1.453, 1.000    1.539, 1.000    1.566, 1.000    1.615, 1.000    1.636, 1.000    1.657
0.05, 1.000    1.007, 1.000    1.013, 1.000    1.037, 1.000    1.168, 1.000    1.469, 1.000    1.554, 1.000    1.590, 1.000    1.644, 1.000    1.656, 1.000    1.684
0.03, 1.000    1.013, 1.000    1.019, 1.000    1.028, 1.000    1.167, 1.000    1.486, 1.000    1.552, 1.000    1.592, 1.000    1.650, 1.000    1.664, 1.000    1.671
0.01, 1.000    1.003, 1.000    1.013, 1.000    1.033, 1.000    1.170, 1.000    1.485, 1.000    1.558, 1.000    1.605, 1.000    1.660, 1.000    1.681, 1.000    1.705
0.005, 1.000    0.998, 1.000    1.009, 1.000    1.028, 1.000    1.161, 1.000    1.473, 1.000    1.566, 1.000    1.602, 1.000    1.659, 1.000    1.689, 1.000    1.683
0.001, 1.000    0.992, 1.000    1.017, 1.000    1.024, 1.000    1.161, 1.000    1.483, 1.000    1.561, 1.000    1.592, 1.000    1.665, 1.000    1.664, 1.000    1.673



LJ, t=8, c=4

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.010, 1.000    1.027, 1.000    1.140, 1.000    1.399, 1.000    1.461, 1.000    1.488, 1.000    1.521, 1.000    1.529, 1.000    1.537
0.95, 1.000    0.999, 1.000    1.009, 1.000    1.021, 1.000    1.145, 1.000    1.403, 1.000    1.468, 1.000    1.496, 1.000    1.527, 1.000    1.538, 1.000    1.547
0.9, 1.000    0.998, 1.000    1.005, 1.000    1.023, 1.000    1.146, 1.000    1.404, 1.000    1.476, 1.000    1.499, 1.000    1.536, 1.000    1.551, 1.000    1.557
0.5, 1.000    1.012, 1.000    1.010, 1.000    1.035, 1.000    1.151, 1.000    1.431, 1.000    1.509, 1.005    1.050, 1.000    1.599, 1.000    1.607, 1.000    1.616
0.1, 1.000    1.006, 1.000    1.012, 1.000    1.024, 1.000    1.168, 1.000    1.494, 1.000    1.591, 1.000    1.634, 1.000    1.695, 1.000    1.708, 1.000    1.734
0.05, 1.000    1.003, 1.000    1.014, 1.000    1.029, 1.000    1.169, 1.000    1.502, 1.000    1.600, 1.000    1.671, 1.000    1.719, 1.000    1.726, 1.000    1.755
0.03, 1.000    1.004, 1.000    1.011, 1.000    1.018, 1.000    1.165, 1.000    1.511, 1.000    1.608, 1.000    1.666, 1.000    1.733, 1.000    1.740, 1.000    1.770
0.01, 1.000    0.994, 1.000    1.005, 1.000    1.015, 1.000    1.163, 1.000    1.508, 1.000    1.608, 1.000    1.672, 1.000    1.736, 1.000    1.754, 1.000    1.757
0.005, 1.000    0.991, 1.000    0.999, 1.000    1.013, 1.000    1.156, 1.000    1.509, 1.000    1.615, 1.000    1.661, 1.000    1.733, 1.000    1.710, 1.000    1.734
0.001, 1.000    0.990, 1.000    0.995, 1.000    1.012, 1.000    1.148, 1.000    1.491, 1.000    1.616, 1.000    1.653, 1.000    1.736, 1.000    1.724, 1.000    1.760



LJ, t=16, c=4

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.004, 1.000    1.029, 1.000    1.151, 1.000    1.413, 1.000    1.481, 1.000    1.500, 1.000    1.528, 1.000    1.548, 1.000    1.560
0.95, 1.000    1.003, 1.000    1.012, 1.000    1.029, 1.000    1.158, 1.000    1.424, 1.000    1.486, 1.000    1.504, 1.000    1.550, 1.000    1.553, 1.000    1.578
0.9, 1.000    1.000, 1.000    1.011, 1.000    1.027, 1.000    1.163, 1.000    1.434, 1.000    1.496, 1.000    1.529, 1.000    1.559, 1.000    1.562, 1.000    1.569
0.5, 1.000    1.009, 1.000    1.023, 1.000    1.035, 1.000    1.176, 1.000    1.464, 1.000    1.534, 1.000    1.579, 1.000    1.615, 1.000    1.610, 1.000    1.639
0.1, 1.000    1.019, 1.000    1.020, 1.000    1.042, 1.000    1.199, 1.000    1.521, 1.000    1.597, 1.000    1.674, 1.000    1.712, 1.000    1.709, 1.000    1.721
0.05, 1.000    1.007, 1.000    1.024, 1.000    1.041, 1.000    1.197, 1.000    1.543, 1.000    1.641, 1.000    1.653, 1.000    1.746, 1.000    1.761, 1.000    1.763
0.03, 1.000    1.006, 1.000    1.021, 1.000    1.037, 1.000    1.194, 1.000    1.547, 1.000    1.647, 1.000    1.682, 1.000    1.756, 1.000    1.755, 1.000    1.805
0.01, 1.000    1.000, 1.000    1.019, 1.000    1.027, 1.000    1.191, 1.000    1.561, 1.000    1.626, 1.000    1.696, 1.000    1.772, 1.000    1.755, 1.001    1.773
0.005, 1.000    0.999, 1.000    1.018, 1.000    1.030, 1.000    1.190, 1.000    1.520, 1.000    1.658, 1.000    1.689, 1.000    1.758, 1.000    1.760, 1.001    1.689
0.001, 1.000    0.997, 1.000    0.983, 1.000    1.027, 1.000    1.173, 1.000    1.364, 1.000    1.555, 1.000    1.661, 1.000    1.699, 1.001    1.760, 1.006    1.540



LJ, t=32, c=4

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.006, 1.000    1.020, 1.000    1.160, 1.000    1.441, 1.000    1.508, 1.000    1.548, 1.000    1.592, 1.000    1.569, 1.000    1.588
0.95, 1.000    1.003, 1.000    1.010, 1.000    1.029, 1.000    1.166, 1.000    1.441, 1.000    1.517, 1.000    1.558, 1.000    1.606, 1.000    1.593, 1.000    1.617
0.9, 1.000    1.013, 1.000    1.025, 1.000    1.030, 1.000    1.176, 1.000    1.436, 1.000    1.501, 1.000    1.531, 1.000    1.612, 1.000    1.633, 1.000    1.608
0.5, 1.000    1.011, 1.000    1.029, 1.000    1.043, 1.000    1.179, 1.000    1.516, 1.000    1.566, 1.000    1.625, 1.000    1.666, 1.000    1.696, 1.000    1.696
0.1, 1.000    1.012, 1.000    1.022, 1.000    1.044, 1.000    1.203, 1.000    1.562, 1.000    1.692, 1.000    1.738, 1.000    1.803, 1.000    1.810, 1.000    1.812
0.05, 1.000    1.029, 1.000    1.009, 1.000    1.042, 1.000    1.207, 1.000    1.579, 1.000    1.709, 1.000    1.720, 1.000    1.875, 1.000    1.818, 1.001    1.838
0.03, 1.000    1.016, 1.000    1.035, 1.000    1.024, 1.000    1.202, 1.000    1.607, 1.000    1.709, 1.000    1.767, 1.001    1.809, 1.000    1.858, 1.001    1.625
0.01, 1.000    1.011, 1.000    1.000, 1.000    1.048, 1.000    1.224, 1.000    1.590, 1.000    1.743, 1.000    1.790, 1.001    1.845, 1.001    1.860, 1.003    1.710
0.005, 1.000    0.996, 1.000    1.017, 1.000    1.027, 1.000    1.197, 1.000    1.613, 1.000    1.745, 1.000    1.684, 1.001    1.850, 1.001    1.815, 1.006    1.852
0.001, 1.000    0.979, 1.030    0.998, 1.000    1.034, 1.000    1.170, 1.000    1.556, 1.000    1.721, 1.000    1.774, 1.002    1.823, 1.004    1.796, 1.009    1.620



LJ, t=64, c=4

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.033, 1.000    1.041, 1.000    1.138, 1.000    1.378, 1.000    1.478, 1.000    1.496, 1.000    1.510, 1.000    1.550, 1.000    1.575
0.95, 1.000    1.023, 1.000    1.029, 1.000    1.053, 1.000    1.182, 1.000    1.438, 1.000    1.456, 1.000    1.528, 1.000    1.533, 1.000    1.477, 1.000    1.484
0.9, 1.000    1.036, 1.000    1.052, 1.000    1.040, 1.000    1.199, 1.000    1.428, 1.000    1.515, 1.000    1.522, 1.000    1.543, 1.000    1.504, 1.000    1.507
0.5, 1.000    1.026, 1.000    1.027, 1.000    1.064, 1.000    1.212, 1.000    1.451, 1.000    1.461, 1.000    1.450, 1.000    1.522, 1.000    1.569, 1.000    1.551
0.1, 1.000    1.030, 1.000    0.982, 1.000    1.044, 1.000    1.172, 1.000    1.453, 1.008    1.615, 1.000    1.571, 1.000    1.628, 1.000    1.560, 1.000    1.457
0.05, 1.000    0.986, 1.000    1.022, 1.000    1.029, 1.000    1.180, 1.000    1.448, 1.000    1.472, 1.000    1.560, 1.001    1.584, 1.001    1.506, 1.001    1.513
0.03, 1.000    1.002, 1.000    1.000, 1.000    1.080, 1.000    1.108, 1.001    1.367, 1.001    1.421, 1.000    1.477, 1.000    1.500, 1.002    1.524, 1.002    1.544
0.01, 1.000    0.958, 1.000    0.998, 1.000    1.005, 1.000    1.131, 1.001    1.422, 1.000    1.491, 1.001    1.473, 1.001    1.433, 1.004    1.497, 1.009    1.409
0.005, 1.000    0.977, 1.000    0.956, 1.000    0.987, 1.000    1.117, 1.001    1.407, 1.002    1.504, 1.002    1.468, 1.003    1.510, 1.004    1.401, 1.020    1.296
0.001, 1.000    0.929, 1.000    0.959, 1.000    0.989, 1.001    1.084, 1.001    1.427, 1.001    1.422, 1.001    1.484, 1.005    1.473, 1.006    1.355, 1.021    1.400



