RAND, t=1, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
0.1, 1.000    1.014, 1.000    1.014, 1.000    1.023, 1.000    1.107, 1.000    1.296, 1.000    1.347, 1.000    1.367, 1.000    1.404, 1.000    1.411, 1.000    1.414
0.05, 1.000    1.010, 1.000    1.013, 1.000    1.025, 1.000    1.111, 1.000    1.308, 1.000    1.355, 1.000    1.385, 1.000    1.417, 1.000    1.430, 1.000    1.424
0.03, 1.000    1.009, 1.000    1.019, 1.000    1.025, 1.000    1.094, 1.000    1.316, 1.000    1.369, 1.000    1.397, 1.000    1.431, 1.000    1.441, 1.000    1.447
0.01, 1.000    0.999, 1.000    1.011, 1.000    1.023, 1.000    1.112, 1.000    1.323, 1.000    1.371, 1.000    1.391, 1.000    1.446, 1.000    1.457, 1.000    1.472
0.005, 1.000    1.008, 1.000    1.012, 1.000    1.025, 1.000    1.115, 1.000    1.326, 1.000    1.382, 1.000    1.397, 1.000    1.439, 1.000    1.472, 1.000    1.476
0.001, 1.000    1.010, 1.000    1.010, 1.000    1.023, 1.000    1.110, 1.000    1.316, 1.000    1.382, 1.000    1.412, 1.000    1.462, 1.000    1.479, 1.000    1.500



RAND, t=8, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.012, 1.000    1.017, 1.000    1.090, 1.000    1.252, 1.000    1.278, 1.000    1.298, 1.000    1.321, 1.000    1.313, 1.000    1.329
0.95, 1.000    0.999, 1.000    0.991, 1.000    1.023, 1.000    1.078, 1.000    1.242, 1.000    1.292, 1.000    1.306, 1.000    1.326, 1.000    1.329, 1.000    1.338
0.9, 1.000    0.997, 1.000    1.009, 1.000    1.018, 1.000    1.089, 1.000    1.260, 1.000    1.286, 1.000    1.295, 1.000    1.330, 1.000    1.338, 1.000    1.336
0.5, 1.000    1.006, 1.000    1.006, 1.000    1.002, 1.000    1.106, 1.000    1.278, 1.000    1.310, 1.000    1.339, 1.000    1.371, 1.000    1.361, 1.000    1.375
0.1, 1.000    0.999, 1.000    1.012, 1.000    1.013, 1.000    1.090, 1.000    1.308, 1.000    1.384, 1.000    1.417, 1.000    1.456, 1.000    1.468, 1.000    1.472
0.05, 1.000    1.012, 1.000    1.010, 1.000    1.012, 1.000    1.119, 1.000    1.326, 1.000    1.404, 1.000    1.442, 1.000    1.483, 1.000    1.503, 1.000    1.503
0.03, 1.000    0.998, 1.000    1.008, 1.000    1.018, 1.000    1.099, 1.000    1.351, 1.000    1.410, 1.000    1.456, 1.000    1.505, 1.000    1.520, 1.000    1.527
0.01, 1.000    1.008, 1.000    0.995, 1.000    1.017, 1.000    1.101, 1.000    1.357, 1.000    1.409, 1.000    1.475, 1.000    1.531, 1.000    1.540, 1.000    1.548
0.005, 1.000    1.001, 1.000    0.996, 1.000    1.003, 1.000    1.104, 1.000    1.358, 1.000    1.436, 1.000    1.476, 1.000    1.534, 1.000    1.540, 1.000    1.560
0.001, 1.000    0.991, 1.000    1.010, 1.000    1.016, 1.000    1.112, 1.000    1.340, 1.000    1.429, 1.000    1.473, 1.000    1.530, 1.000    1.557, 1.000    1.577



RAND, t=16, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.001, 1.000    1.003, 1.000    1.091, 1.000    1.238, 1.000    1.282, 1.000    1.297, 1.000    1.320, 1.000    1.306, 1.000    1.316
0.95, 1.000    0.995, 1.000    1.000, 1.000    1.016, 1.000    1.087, 1.000    1.232, 1.000    1.265, 1.000    1.283, 1.000    1.304, 1.000    1.311, 1.000    1.320
0.9, 1.000    0.997, 1.000    0.991, 1.000    1.017, 1.000    1.082, 1.000    1.252, 1.000    1.279, 1.000    1.296, 1.000    1.326, 1.000    1.331, 1.000    1.313
0.5, 1.000    1.007, 1.000    1.010, 1.000    1.013, 1.000    1.090, 1.000    1.276, 1.000    1.303, 1.000    1.328, 1.000    1.340, 1.000    1.360, 1.000    1.364
0.1, 1.000    1.002, 1.000    1.004, 1.000    1.029, 1.000    1.116, 1.000    1.329, 1.000    1.375, 1.000    1.404, 1.000    1.419, 1.002    1.060, 1.000    1.459
0.05, 1.000    1.010, 1.000    1.011, 1.000    1.013, 1.000    1.114, 1.000    1.333, 1.000    1.403, 1.000    1.434, 1.000    1.465, 1.000    1.479, 1.000    1.490
0.03, 1.000    1.007, 1.000    0.994, 1.000    1.024, 1.000    1.111, 1.000    1.343, 1.000    1.408, 1.000    1.443, 1.000    1.479, 1.000    1.500, 1.000    1.517
0.01, 1.000    0.990, 1.000    1.008, 1.000    1.019, 1.000    1.099, 1.000    1.340, 1.000    1.419, 1.000    1.456, 1.000    1.517, 1.000    1.531, 1.000    1.545
0.005, 1.000    1.004, 1.000    0.998, 1.000    1.015, 1.000    1.104, 1.000    1.339, 1.000    1.427, 1.000    1.471, 1.000    1.535, 1.000    1.558, 1.000    1.555
0.001, 1.000    1.006, 1.000    1.004, 1.000    1.005, 1.000    1.112, 1.000    1.345, 1.000    1.429, 1.000    1.470, 1.000    1.539, 1.000    1.544, 1.000    1.580



RAND, t=32, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.001, 1.000    1.011, 1.000    1.118, 1.000    1.324, 1.000    1.371, 1.000    1.411, 1.000    1.446, 1.000    1.426, 1.000    1.423
0.95, 1.000    1.005, 1.000    1.001, 1.000    1.014, 1.000    1.117, 1.000    1.323, 1.000    1.363, 1.000    1.394, 1.000    1.403, 1.000    1.390, 1.000    1.438
0.9, 1.000    1.006, 1.000    1.003, 1.000    1.015, 1.000    1.125, 1.000    1.319, 1.000    1.381, 1.000    1.402, 1.000    1.447, 1.000    1.412, 1.000    1.421
0.5, 1.000    1.016, 1.000    1.004, 1.000    1.022, 1.000    1.142, 1.000    1.401, 1.000    1.442, 1.000    1.459, 1.000    1.482, 1.000    1.479, 1.000    1.527
0.1, 1.000    1.081, 1.000    1.018, 1.000    1.042, 1.000    1.161, 1.000    1.494, 1.000    1.555, 1.000    1.630, 1.000    1.682, 1.000    1.701, 1.000    1.708
0.05, 1.000    1.028, 1.000    1.028, 1.000    1.033, 1.000    1.156, 1.000    1.508, 1.000    1.602, 1.000    1.659, 1.000    1.738, 1.000    1.734, 1.000    1.782
0.03, 1.000    1.027, 1.000    1.027, 1.000    1.033, 1.000    1.163, 1.000    1.521, 1.000    1.610, 1.000    1.692, 1.000    1.761, 1.000    1.745, 1.000    1.792
0.01, 1.000    1.031, 1.000    1.017, 1.000    1.042, 1.000    1.174, 1.000    1.547, 1.000    1.633, 1.000    1.710, 1.000    1.800, 1.000    1.780, 1.000    1.829
0.005, 1.000    1.040, 1.000    1.021, 1.000    1.041, 1.000    1.150, 1.000    1.535, 1.000    1.655, 1.000    1.710, 1.000    1.814, 1.000    1.807, 1.000    1.859
0.001, 1.000    1.025, 1.000    1.022, 1.000    1.028, 1.000    1.173, 1.000    1.536, 1.000    1.637, 1.000    1.750, 1.000    1.857, 1.000    1.824, 1.000    1.757



RAND, t=64, c=3

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    0.994, 1.000    1.007, 1.000    1.129, 1.000    1.269, 1.000    1.332, 1.000    1.315, 1.000    1.340, 1.000    1.390, 1.000    1.364
0.95, 1.000    1.015, 1.000    1.007, 1.000    1.009, 1.000    1.099, 1.000    1.249, 1.000    1.307, 1.000    1.352, 1.000    1.379, 1.000    1.375, 1.000    1.333
0.9, 1.000    1.015, 1.000    1.017, 1.000    1.015, 1.000    1.114, 1.000    1.282, 1.000    1.322, 1.000    1.320, 1.000    1.365, 1.000    1.399, 1.000    1.341
0.5, 1.000    1.170, 1.000    1.032, 1.000    1.021, 1.000    1.135, 1.000    1.361, 1.000    1.341, 1.000    1.386, 1.000    1.474, 1.000    1.449, 1.000    1.415
0.1, 1.000    1.041, 1.000    1.062, 1.000    1.222, 1.000    1.180, 1.000    1.397, 1.000    1.430, 1.000    1.477, 1.000    1.487, 1.000    1.556, 1.000    1.608
0.05, 1.000    1.049, 1.000    1.046, 1.000    1.072, 1.000    1.185, 1.000    1.446, 1.000    1.479, 1.000    1.521, 1.000    1.534, 1.000    1.603, 1.000    1.595
0.03, 1.000    1.058, 1.000    1.045, 1.000    1.072, 1.000    1.207, 1.000    1.418, 1.000    1.498, 1.000    1.565, 1.000    1.657, 1.000    1.622, 1.000    1.684
0.01, 1.000    1.087, 1.000    1.042, 1.000    1.074, 1.000    1.194, 1.000    1.486, 1.000    1.561, 1.000    1.585, 1.000    1.694, 1.000    1.674, 1.001    1.733
0.005, 1.000    1.045, 1.000    1.068, 1.000    1.084, 1.000    1.209, 1.000    1.475, 1.000    1.510, 1.006    1.683, 1.000    1.652, 1.000    1.694, 1.001    1.708
0.001, 1.000    1.054, 1.000    1.057, 1.000    1.084, 1.000    1.206, 1.000    1.486, 1.000    1.560, 1.000    1.697, 1.000    1.770, 1.000    1.626, 1.001    1.662



