RAND, t=1, c=4

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
0.1, 1.000    1.002, 1.000    1.007, 1.000    1.019, 1.000    1.112, 1.000    1.341, 1.000    1.394, 1.000    1.420, 1.000    1.449, 1.000    1.464, 1.000    1.463
0.05, 1.000    0.997, 1.000    1.006, 1.000    1.012, 1.000    1.113, 1.000    1.354, 1.000    1.405, 1.000    1.436, 1.000    1.465, 1.000    1.484, 1.000    1.478
0.03, 1.000    0.997, 1.000    1.005, 1.000    1.017, 1.000    1.111, 1.000    1.365, 1.000    1.404, 1.000    1.455, 1.000    1.483, 1.000    1.494, 1.000    1.489
0.01, 1.000    0.997, 1.000    1.002, 1.000    1.015, 1.000    1.122, 1.000    1.367, 1.000    1.428, 1.000    1.461, 1.000    1.488, 1.000    1.520, 1.000    1.513
0.005, 1.000    0.995, 1.000    0.998, 1.000    1.009, 1.000    1.114, 1.000    1.346, 1.000    1.432, 1.000    1.464, 1.000    1.506, 1.000    1.529, 1.000    1.532
0.001, 1.000    0.997, 1.000    1.000, 1.000    1.009, 1.000    1.115, 1.000    1.374, 1.000    1.432, 1.000    1.471, 1.000    1.505, 1.000    1.513, 1.000    1.531



RAND, t=16, c=4

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.000, 1.000    1.006, 1.000    1.098, 1.000    1.258, 1.000    1.295, 1.000    1.290, 1.000    1.324, 1.000    1.320, 1.000    1.323
0.95, 1.000    0.997, 1.000    1.002, 1.000    1.013, 1.000    1.097, 1.000    1.260, 1.000    1.294, 1.000    1.315, 1.000    1.321, 1.000    1.309, 1.000    1.345
0.9, 1.000    0.997, 1.000    0.996, 1.000    1.020, 1.000    1.099, 1.000    1.272, 1.000    1.299, 1.000    1.317, 1.000    1.337, 1.000    1.344, 1.000    1.338
0.5, 1.000    0.999, 1.000    0.998, 1.000    1.014, 1.000    1.115, 1.000    1.302, 1.000    1.333, 1.000    1.340, 1.000    1.379, 1.000    1.385, 1.000    1.385
0.1, 1.000    1.006, 1.000    1.014, 1.000    1.024, 1.000    1.134, 1.000    1.361, 1.000    1.396, 1.000    1.430, 1.000    1.461, 1.000    1.472, 1.000    1.478
0.05, 1.000    1.004, 1.000    1.003, 1.000    1.023, 1.000    1.137, 1.000    1.367, 1.000    1.416, 1.000    1.452, 1.000    1.488, 1.000    1.503, 1.000    1.507
0.03, 1.000    1.003, 1.000    1.008, 1.000    1.018, 1.000    1.110, 1.000    1.382, 1.000    1.427, 1.000    1.467, 1.000    1.507, 1.000    1.511, 1.000    1.523
0.01, 1.000    1.001, 1.000    1.010, 1.000    1.016, 1.000    1.132, 1.000    1.367, 1.000    1.441, 1.000    1.473, 1.000    1.517, 1.000    1.501, 1.000    1.533
0.005, 1.000    0.989, 1.000    0.996, 1.000    1.016, 1.000    1.135, 1.000    1.395, 1.000    1.454, 1.000    1.465, 1.000    1.518, 1.000    1.541, 1.000    1.530
0.001, 1.000    1.002, 1.000    1.001, 1.000    1.007, 1.000    1.133, 1.000    1.355, 1.000    1.446, 1.000    1.493, 1.000    1.525, 1.000    1.537, 1.000    1.538



RAND, t=32, c=4

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.007, 1.000    1.019, 1.000    1.122, 1.000    1.341, 1.000    1.390, 1.000    1.385, 1.000    1.439, 1.000    1.447, 1.000    1.440
0.95, 1.000    1.003, 1.000    0.999, 1.000    1.016, 1.000    1.122, 1.000    1.342, 1.000    1.383, 1.000    1.412, 1.000    1.454, 1.000    1.437, 1.000    1.466
0.9, 1.000    1.002, 1.000    1.006, 1.000    1.023, 1.000    1.140, 1.000    1.349, 1.000    1.406, 1.000    1.425, 1.000    1.460, 1.000    1.448, 1.000    1.434
0.5, 1.000    1.017, 1.000    1.018, 1.000    1.035, 1.000    1.159, 1.000    1.412, 1.000    1.473, 1.000    1.460, 1.000    1.500, 1.000    1.548, 1.000    1.520
0.1, 1.000    1.041, 1.000    1.022, 1.000    1.067, 1.000    1.203, 1.000    1.516, 1.000    1.597, 1.000    1.626, 1.000    1.678, 1.000    1.688, 1.000    1.676
0.05, 1.000    1.030, 1.000    1.048, 1.000    1.049, 1.000    1.202, 1.000    1.524, 1.000    1.622, 1.000    1.661, 1.000    1.734, 1.000    1.696, 1.000    1.779
0.03, 1.000    1.036, 1.000    1.046, 1.000    1.055, 1.000    1.203, 1.000    1.542, 1.000    1.631, 1.000    1.675, 1.000    1.728, 1.000    1.759, 1.000    1.727
0.01, 1.000    1.040, 1.000    1.054, 1.000    1.060, 1.000    1.212, 1.000    1.565, 1.000    1.662, 1.000    1.709, 1.000    1.793, 1.000    1.805, 1.016    1.753
0.005, 1.000    1.034, 1.000    1.044, 1.000    1.061, 1.000    1.204, 1.000    1.536, 1.000    1.684, 1.000    1.747, 1.000    1.800, 1.000    1.767, 1.000    1.833
0.001, 1.000    1.031, 1.000    1.037, 1.000    1.045, 1.000    1.193, 1.000    1.581, 1.000    1.680, 1.000    1.707, 1.000    1.779, 1.000    1.688, 1.001    1.787



RAND, t=64, c=4

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.010, 1.000    1.010, 1.000    1.105, 1.000    1.295, 1.000    1.345, 1.000    1.357, 1.000    1.387, 1.000    1.407, 1.000    1.398
0.95, 1.000    1.017, 1.000    1.014, 1.000    1.021, 1.000    1.126, 1.000    1.305, 1.000    1.330, 1.000    1.373, 1.000    1.401, 1.000    1.292, 1.000    1.429
0.9, 1.000    1.007, 1.000    1.009, 1.000    1.026, 1.000    1.123, 1.000    1.334, 1.002    1.537, 1.000    1.369, 1.000    1.428, 1.000    1.413, 1.000    1.438
0.5, 1.000    1.019, 1.000    1.028, 1.000    1.037, 1.000    1.158, 1.000    1.356, 1.000    1.406, 1.000    1.411, 1.000    1.494, 1.000    1.476, 1.000    1.467
0.1, 1.000    1.042, 1.000    1.052, 1.000    1.058, 1.000    1.237, 1.000    1.449, 1.000    1.525, 1.000    1.534, 1.000    1.647, 1.000    1.574, 1.000    1.687
0.05, 1.000    1.048, 1.000    1.055, 1.000    1.061, 1.000    1.194, 1.000    1.448, 1.639    0.025, 1.000    1.655, 1.134    0.455, 1.000    1.811, 1.000    1.684
0.03, 1.000    1.036, 1.000    1.063, 1.000    1.066, 1.000    1.198, 1.000    1.494, 1.000    1.562, 1.000    1.599, 1.000    1.621, 1.000    1.748, 1.000    1.597
0.01, 1.000    1.050, 1.000    1.059, 1.000    1.079, 1.000    1.191, 1.000    1.517, 1.000    1.656, 1.000    1.638, 1.000    1.665, 1.000    1.749, 1.001    1.669
0.005, 1.000    1.057, 1.000    1.066, 1.000    1.045, 1.000    1.210, 1.000    1.517, 1.000    1.558, 1.006    1.783, 1.000    1.692, 1.000    1.662, 1.002    1.575
0.001, 1.000    1.026, 1.000    1.059, 1.000    1.066, 1.000    1.208, 1.000    1.541, 1.000    1.602, 1.000    1.675, 1.000    1.717, 1.001    1.618, 1.004    1.616



