LJ, t=1, c=4

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
0.95, 1.000    1.005, 1.000    1.011, 1.000    1.025, 1.000    1.132, 1.000    1.341, 1.000    1.391, 1.000    1.406, 1.000    1.438, 1.000    1.440, 1.000    1.451
0.9, 1.000    1.004, 1.000    1.015, 1.000    1.025, 1.000    1.133, 1.000    1.343, 1.000    1.392, 1.000    1.409, 1.000    1.439, 1.000    1.444, 1.000    1.457
0.5, 1.000    1.009, 1.000    1.022, 1.000    1.032, 1.000    1.138, 1.000    1.364, 1.000    1.412, 1.000    1.438, 1.000    1.467, 1.000    1.474, 1.000    1.481
0.1, 1.000    1.018, 1.000    1.025, 1.000    1.032, 1.000    1.153, 1.000    1.398, 1.000    1.451, 1.000    1.482, 1.000    1.513, 1.000    1.526, 1.000    1.542
0.05, 1.000    1.023, 1.000    1.026, 1.000    1.040, 1.000    1.153, 1.000    1.396, 1.000    1.459, 1.000    1.492, 1.000    1.527, 1.000    1.540, 1.001    1.550
0.03, 1.000    1.020, 1.000    1.030, 1.000    1.035, 1.000    1.158, 1.000    1.405, 1.000    1.465, 1.000    1.491, 1.000    1.535, 1.000    1.540, 1.001    1.556
0.01, 1.000    1.016, 1.000    1.029, 1.000    1.038, 1.000    1.158, 1.000    1.411, 1.000    1.465, 1.000    1.503, 1.000    1.538, 1.000    1.551, 1.002    1.550
0.005, 1.000    1.015, 1.000    1.034, 1.000    1.044, 1.000    1.157, 1.000    1.417, 1.000    1.470, 1.000    1.500, 1.000    1.541, 1.001    1.546, 1.003    1.552
0.001, 1.000    1.018, 1.000    1.032, 1.000    1.044, 1.000    1.162, 1.000    1.411, 1.000    1.467, 1.000    1.502, 1.000    1.537, 1.001    1.553, 1.005    1.526



LJ, t=8, c=4

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.005, 1.000    1.017, 1.000    1.138, 1.000    1.388, 1.000    1.438, 1.000    1.471, 1.000    1.503, 1.000    1.509, 1.000    1.517
0.95, 1.000    1.001, 1.000    1.002, 1.000    1.024, 1.000    1.139, 1.000    1.385, 1.000    1.446, 1.000    1.470, 1.000    1.507, 1.000    1.504, 1.000    1.516
0.9, 1.000    1.002, 1.000    1.001, 1.000    1.022, 1.000    1.143, 1.000    1.391, 1.000    1.450, 1.000    1.476, 1.000    1.507, 1.000    1.515, 1.000    1.526
0.5, 1.000    1.002, 1.000    1.017, 1.000    1.027, 1.000    1.153, 1.000    1.414, 1.000    1.478, 1.000    1.507, 1.000    1.541, 1.000    1.551, 1.000    1.553
0.1, 1.000    1.002, 1.000    1.016, 1.000    1.029, 1.000    1.167, 1.000    1.457, 1.000    1.527, 1.000    1.559, 1.000    1.607, 1.000    1.609, 1.001    1.629
0.05, 1.000    1.019, 1.000    1.018, 1.000    1.037, 1.000    1.171, 1.000    1.462, 1.000    1.530, 1.000    1.575, 1.000    1.613, 1.000    1.630, 1.001    1.642
0.03, 1.000    1.008, 1.000    1.018, 1.000    1.035, 1.000    1.174, 1.000    1.463, 1.000    1.541, 1.000    1.581, 1.000    1.623, 1.001    1.634, 1.002    1.646
0.01, 1.000    1.017, 1.000    1.019, 1.000    1.036, 1.000    1.170, 1.000    1.476, 1.000    1.539, 1.000    1.586, 1.000    1.640, 1.001    1.644, 1.004    1.647
0.005, 1.000    1.009, 1.000    1.027, 1.000    1.035, 1.000    1.168, 1.000    1.472, 1.000    1.548, 1.000    1.585, 1.001    1.635, 1.001    1.633, 1.009    1.598
0.001, 1.000    1.017, 1.000    1.033, 1.000    1.031, 1.000    1.173, 1.000    1.471, 1.000    1.548, 1.000    1.588, 1.002    1.618, 1.002    1.631, 1.015    1.571



LJ, t=16, c=4

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.023, 1.000    1.030, 1.000    1.173, 1.000    1.446, 1.000    1.493, 1.000    1.519, 1.000    1.554, 1.000    1.569, 1.000    1.577
0.95, 1.000    1.014, 1.000    1.025, 1.000    1.041, 1.000    1.179, 1.000    1.445, 1.000    1.505, 1.000    1.539, 1.000    1.565, 1.000    1.562, 1.000    1.580
0.9, 1.000    1.006, 1.000    1.024, 1.000    1.038, 1.000    1.174, 1.000    1.451, 1.000    1.503, 1.000    1.527, 1.000    1.574, 1.000    1.566, 1.000    1.571
0.5, 1.000    1.016, 1.000    1.032, 1.000    1.042, 1.000    1.200, 1.000    1.473, 1.000    1.547, 1.000    1.575, 1.000    1.608, 1.000    1.615, 1.000    1.627
0.1, 1.000    1.022, 1.000    1.056, 1.000    1.051, 1.000    1.209, 1.000    1.524, 1.000    1.598, 1.000    1.634, 1.001    1.677, 1.001    1.682, 1.002    1.688
0.05, 1.000    1.027, 1.000    1.055, 1.000    1.061, 1.000    1.219, 1.000    1.533, 1.000    1.609, 1.000    1.647, 1.001    1.688, 1.002    1.698, 1.004    1.711
0.03, 1.000    1.035, 1.000    1.044, 1.000    1.071, 1.000    1.205, 1.000    1.536, 1.000    1.612, 1.000    1.654, 1.001    1.695, 1.002    1.699, 1.004    1.701
0.01, 1.000    1.023, 1.000    1.045, 1.000    1.065, 1.000    1.215, 1.000    1.546, 1.000    1.624, 1.001    1.670, 1.002    1.690, 1.004    1.703, 1.010    1.694
0.005, 1.000    1.031, 1.000    1.052, 1.000    1.059, 1.000    1.221, 1.000    1.557, 1.000    1.625, 1.001    1.664, 1.003    1.687, 1.003    1.703, 1.019    1.655
0.001, 1.000    1.038, 1.000    1.045, 1.000    1.068, 1.000    1.230, 1.000    1.548, 1.000    1.629, 1.001    1.659, 1.003    1.703, 1.005    1.707, 1.026    1.610



LJ, t=32, c=4

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.017, 1.000    1.022, 1.000    1.172, 1.000    1.462, 1.000    1.543, 1.000    1.565, 1.000    1.637, 1.000    1.607, 1.000    1.630
0.95, 1.000    1.006, 1.000    1.019, 1.000    1.039, 1.000    1.178, 1.000    1.466, 1.000    1.537, 1.000    1.613, 1.000    1.645, 1.000    1.623, 1.000    1.646
0.9, 1.000    1.008, 1.000    1.022, 1.000    1.032, 1.000    1.173, 1.000    1.458, 1.000    1.587, 1.000    1.616, 1.000    1.649, 1.000    1.669, 1.001    1.694
0.5, 1.000    1.016, 1.000    1.040, 1.000    1.038, 1.000    1.184, 1.000    1.513, 1.000    1.634, 1.000    1.672, 1.001    1.713, 1.001    1.748, 1.001    1.754
0.1, 1.000    1.041, 1.000    1.064, 1.000    1.060, 1.000    1.227, 1.000    1.604, 1.000    1.674, 1.001    1.799, 1.002    1.836, 1.005    1.872, 1.008    1.913
0.05, 1.000    1.046, 1.000    1.069, 1.000    1.079, 1.000    1.247, 1.000    1.658, 1.000    1.699, 1.000    1.757, 1.004    1.882, 1.003    1.873, 1.010    1.901
0.03, 1.000    1.046, 1.000    1.067, 1.000    1.082, 1.000    1.251, 1.001    1.672, 1.000    1.762, 1.001    1.792, 1.002    1.891, 1.009    1.908, 1.010    1.903
0.01, 1.000    1.046, 1.000    1.072, 1.000    1.087, 1.000    1.254, 1.000    1.679, 1.001    1.760, 1.001    1.848, 1.006    1.923, 1.010    1.951, 1.059    1.766
0.005, 1.000    1.042, 1.000    1.072, 1.000    1.084, 1.000    1.256, 1.000    1.678, 1.002    1.782, 1.004    1.845, 1.006    1.906, 1.008    1.945, 1.034    1.861
0.001, 1.000    1.044, 1.000    1.079, 1.000    1.089, 1.000    1.251, 1.001    1.678, 1.002    1.826, 1.004    1.851, 1.007    1.919, 1.020    1.862, 1.085    1.600



LJ, t=64, c=4

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    0.999, 1.000    1.022, 1.000    1.135, 1.000    1.356, 1.001    1.425, 1.001    1.440, 1.001    1.461, 1.003    1.476, 1.002    1.507
0.95, 1.000    0.995, 1.000    1.037, 1.000    1.058, 1.000    1.183, 1.000    1.427, 1.000    1.478, 1.000    1.492, 1.002    1.510, 1.001    1.523, 1.001    1.549
0.9, 1.000    1.000, 1.000    1.043, 1.000    0.999, 1.000    1.124, 1.000    1.370, 1.001    1.475, 1.000    1.511, 1.002    1.512, 1.001    1.523, 1.002    1.541
0.5, 1.000    0.996, 1.000    1.053, 1.000    1.046, 1.000    1.138, 1.000    1.380, 1.000    1.499, 1.002    1.512, 1.003    1.529, 1.002    1.560, 1.007    1.581
0.1, 1.000    1.024, 1.000    1.098, 1.043    1.185, 1.000    1.174, 1.001    1.478, 1.001    1.562, 1.001    1.582, 1.006    1.596, 1.010    1.597, 1.020    1.593
0.05, 1.000    1.021, 1.000    1.074, 1.000    1.081, 1.000    1.268, 1.001    1.505, 1.002    1.701, 1.003    1.754, 1.007    1.721, 1.012    1.599, 1.027    1.559
0.03, 1.000    1.027, 1.000    1.082, 1.000    1.127, 1.000    1.228, 1.001    1.526, 1.002    1.646, 1.003    1.675, 1.009    1.662, 1.016    1.599, 1.048    1.546
0.01, 1.000    1.074, 1.000    1.115, 1.000    1.079, 1.001    1.272, 1.003    1.608, 1.004    1.585, 1.005    1.704, 1.011    1.844, 1.025    1.677, 1.062    1.671
0.005, 1.001    1.024, 1.000    1.081, 1.000    1.097, 1.001    1.306, 1.005    1.543, 1.005    1.660, 1.007    1.744, 1.013    1.699, 1.039    1.637, 1.147    1.502
0.001, 1.001    1.022, 1.000    1.087, 1.000    1.098, 1.001    1.239, 1.003    1.587, 1.032    1.607, 1.017    1.565, 1.057    1.444, 1.073    1.541, 1.125    1.390



