LJ, t=1, c=2

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
0.001, 1.000    1.016, 1.000    1.041, 1.000    1.035, 1.000    1.148, 1.000    1.410, 1.000    1.484, 1.000    1.527, 1.000    1.587, 1.000    1.601, 1.002    1.629



LJ, t=8, c=2

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.007, 1.000    1.015, 1.000    1.125, 1.000    1.389, 1.000    1.448, 1.000    1.498, 1.000    1.536, 1.000    1.553, 1.000    1.549
0.95, 1.000    1.009, 1.000    1.006, 1.000    1.021, 1.000    1.126, 1.000    1.390, 1.000    1.468, 1.000    1.505, 1.000    1.548, 1.000    1.561, 1.000    1.570
0.9, 1.000    1.005, 1.000    1.003, 1.000    1.019, 1.000    1.129, 1.000    1.396, 1.000    1.454, 1.000    1.500, 1.000    1.551, 1.000    1.560, 1.000    1.562
0.5, 1.000    1.009, 1.000    1.016, 1.000    1.034, 1.000    1.137, 1.000    1.402, 1.000    1.489, 1.000    1.524, 1.000    1.578, 1.000    1.592, 1.000    1.615
0.1, 1.000    1.014, 1.000    1.021, 1.000    1.031, 1.000    1.152, 1.000    1.453, 1.000    1.556, 1.000    1.602, 1.000    1.678, 1.000    1.694, 1.000    1.724
0.05, 1.000    1.015, 1.000    1.023, 1.000    1.025, 1.000    1.146, 1.000    1.455, 1.000    1.563, 1.000    1.620, 1.000    1.702, 1.000    1.730, 1.000    1.759
0.03, 1.000    1.019, 1.000    1.018, 1.000    1.030, 1.000    1.153, 1.000    1.472, 1.000    1.558, 1.000    1.630, 1.000    1.717, 1.000    1.745, 1.000    1.778
0.01, 1.000    1.012, 1.000    1.027, 1.000    1.036, 1.000    1.153, 1.000    1.463, 1.000    1.564, 1.000    1.635, 1.000    1.735, 1.000    1.774, 1.000    1.806
0.005, 1.000    1.017, 1.000    1.048, 1.000    1.027, 1.000    1.154, 1.000    1.469, 1.000    1.582, 1.000    1.652, 1.000    1.739, 1.000    1.774, 1.001    1.818
0.001, 1.000    1.021, 1.000    1.052, 1.000    1.031, 1.000    1.160, 1.000    1.469, 1.000    1.584, 1.068    1.589, 1.000    1.744, 1.001    1.777, 1.002    1.811



LJ, t=16, c=2

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.005, 1.000    1.015, 1.000    1.138, 1.000    1.437, 1.000    1.508, 1.000    1.535, 1.000    1.586, 1.000    1.589, 1.000    1.598
0.95, 1.000    1.001, 1.000    1.027, 1.000    1.036, 1.000    1.161, 1.000    1.437, 1.000    1.517, 1.000    1.549, 1.000    1.587, 1.000    1.599, 1.000    1.604
0.9, 1.000    0.996, 1.000    1.024, 1.000    1.020, 1.000    1.139, 1.000    1.436, 1.000    1.524, 1.000    1.551, 1.000    1.604, 1.000    1.602, 1.000    1.619
0.5, 1.000    1.002, 1.000    1.033, 1.000    1.030, 1.000    1.160, 1.000    1.460, 1.000    1.547, 1.000    1.581, 1.000    1.629, 1.000    1.636, 1.000    1.645
0.1, 1.000    1.017, 1.000    1.022, 1.000    1.036, 1.000    1.174, 1.000    1.510, 1.000    1.596, 1.000    1.650, 1.000    1.711, 1.000    1.722, 1.000    1.755
0.05, 1.000    0.993, 1.000    1.041, 1.000    1.061, 1.000    1.183, 1.000    1.515, 1.000    1.601, 1.000    1.663, 1.000    1.736, 1.000    1.751, 1.000    1.779
0.03, 1.000    1.025, 1.000    1.033, 1.000    1.048, 1.000    1.190, 1.000    1.513, 1.000    1.617, 1.000    1.674, 1.000    1.741, 1.000    1.766, 1.000    1.803
0.01, 1.000    1.020, 1.000    1.042, 1.000    1.060, 1.000    1.193, 1.000    1.512, 1.000    1.617, 1.000    1.689, 1.000    1.765, 1.000    1.787, 1.001    1.823
0.005, 1.000    1.013, 1.000    1.045, 1.000    1.066, 1.000    1.193, 1.000    1.525, 1.000    1.626, 1.000    1.689, 1.001    1.763, 1.000    1.793, 1.002    1.831
0.001, 1.000    1.025, 1.000    1.034, 1.000    1.052, 1.000    1.192, 1.000    1.524, 1.000    1.624, 1.000    1.682, 1.000    1.771, 1.001    1.794, 1.006    1.802



LJ, t=32, c=2

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.009, 1.000    1.020, 1.000    1.157, 1.000    1.517, 1.000    1.622, 1.000    1.648, 1.000    1.731, 1.000    1.735, 1.000    1.726
0.95, 1.000    1.015, 1.000    1.047, 1.000    1.065, 1.000    1.194, 1.000    1.526, 1.000    1.634, 1.000    1.689, 1.000    1.738, 1.000    1.732, 1.000    1.756
0.9, 1.000    1.012, 1.000    1.048, 1.000    1.025, 1.000    1.163, 1.000    1.502, 1.000    1.642, 1.000    1.658, 1.000    1.749, 1.000    1.739, 1.000    1.752
0.5, 1.000    1.015, 1.000    1.059, 1.000    1.024, 1.000    1.177, 1.000    1.558, 1.000    1.666, 1.000    1.740, 1.000    1.800, 1.000    1.830, 1.000    1.847
0.1, 1.000    1.032, 1.000    1.074, 1.000    1.039, 1.000    1.197, 1.000    1.607, 1.000    1.768, 1.000    1.848, 1.000    1.931, 1.000    1.987, 1.000    2.023
0.05, 1.000    1.036, 1.000    1.076, 1.000    1.082, 1.000    1.231, 1.000    1.637, 1.000    1.787, 1.000    1.835, 1.000    1.994, 1.001    2.009, 1.001    2.034
0.03, 1.000    1.041, 1.000    1.064, 1.000    1.085, 1.000    1.230, 1.000    1.647, 1.000    1.805, 1.000    1.861, 1.000    1.997, 1.001    2.025, 1.001    2.091
0.01, 1.000    1.036, 1.000    1.073, 1.000    1.085, 1.000    1.230, 1.000    1.668, 1.000    1.816, 1.000    1.893, 1.001    2.018, 1.001    2.100, 1.002    2.124
0.005, 1.000    1.035, 1.000    1.077, 1.000    1.082, 1.000    1.229, 1.000    1.653, 1.000    1.814, 1.000    1.909, 1.001    2.057, 1.002    2.068, 1.004    2.166
0.001, 1.000    1.031, 1.000    1.073, 1.000    1.089, 1.000    1.233, 1.000    1.661, 1.000    1.823, 1.001    1.904, 1.002    2.042, 1.002    2.095, 1.012    2.149



LJ, t=64, c=2

0, 1, 0.95, 0.9, 0.5, 0.1, 0.05, 0.03, 0.01, 0.005, 0.001
1, 1.000    1.000, 1.000    1.012, 1.000    1.011, 1.000    1.148, 1.000    1.395, 1.000    1.465, 1.000    1.491, 1.000    1.538, 1.000    1.531, 1.000    1.541
0.95, 1.000    1.004, 1.000    1.052, 1.000    1.047, 1.000    1.172, 1.000    1.445, 1.000    1.497, 1.336    0.393, 1.002    1.165, 1.000    1.576, 1.000    1.576
0.9, 1.000    1.001, 1.000    1.046, 1.000    1.022, 1.000    1.139, 1.000    1.379, 1.000    1.498, 1.000    1.538, 1.000    1.575, 1.000    1.582, 1.000    1.592
0.5, 1.000    1.015, 1.000    1.057, 1.000    1.029, 1.000    1.151, 1.000    1.432, 1.000    1.550, 1.000    1.603, 1.000    1.613, 1.001    1.629, 1.001    1.627
0.1, 1.000    1.024, 1.000    1.068, 1.000    1.035, 1.000    1.175, 1.000    1.470, 1.001    1.610, 1.000    1.630, 1.001    1.667, 1.002    1.708, 1.001    1.711
0.05, 1.000    1.024, 1.000    1.073, 1.000    1.077, 1.000    1.214, 1.000    1.505, 1.000    1.582, 1.000    1.642, 1.002    1.711, 1.002    1.700, 1.003    1.736
0.03, 1.000    1.026, 1.000    1.071, 1.000    1.081, 1.000    1.199, 1.000    1.509, 1.001    1.636, 1.001    1.637, 1.001    1.715, 1.004    1.720, 1.003    1.744
0.01, 1.000    1.021, 1.000    1.057, 1.000    1.091, 1.000    1.213, 1.001    1.509, 1.001    1.615, 1.001    1.634, 1.002    1.763, 1.007    1.700, 1.008    1.805
0.005, 1.000    1.019, 1.000    1.065, 1.000    1.077, 1.000    1.205, 1.001    1.544, 1.002    1.594, 1.003    1.638, 1.003    1.745, 1.009    1.805, 1.012    1.775
0.001, 1.000    1.017, 1.000    1.072, 1.000    1.080, 1.000    1.222, 1.001    1.515, 1.001    1.601, 1.004    1.710, 1.006    1.788, 1.008    1.772, 1.035    1.672



